"id","name_vi","name_en","short_name","aliases","park_key","category","province_code","province_en","former_province_code","former_province_en","commune_code","commune_name","status","area_ha","developer","geometry_type","location_accuracy","geometry_source","feature_count","osm_refs","lon","lat","source_url","source_date","verified_on"
"VN-IP-24-vsip-bac-ninh","Khu công nghiệp VSIP Bắc Ninh","Vietnam-Singapore Industrial Park (VSIP Bac Ninh)","VSIP Bac Ninh","Khu công nghiệp VSIP Bắc Ninh|Vietnam-Singapore Industrial Park (VSIP Bac Ninh)","vsip bac ninh","industrial_park","24","Bac Ninh","27","Bac Ninh","09367","Từ Sơn","unknown",437.028,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/642274405",105.980715,21.079921,"https://www.openstreetmap.org/way/642274405","","2026-08-11"
"VN-IP-24-xu-ly-chat-thai-moi","Khu công nghiệp Xử lý chất thải môi trường Đồng Sài - Phù Lãng","","Xu Ly Chat Thai Moi","Khu công nghiệp Xử lý chất thải môi trường Đồng Sài - Phù Lãng","xu ly chat thai moi","industrial_park","24","Bac Ninh","27","Bac Ninh","09292","Phù Lãng","unknown",60.803,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/875632648",106.235118,21.157167,"https://www.openstreetmap.org/way/875632648","","2026-08-11"
"VN-IP-24-yen-phong","Khu công nghiệp Yên Phong - Giai đoạn 1","Yen Phong Industrial Zone - Phase 1","Yen Phong","Khu công nghiệp Yên Phong - Giai đoạn 1|Yen Phong Industrial Zone - Phase 1|Yen Phong Industrial Park Interchange","yen phong","industrial_park","24","Bac Ninh","27","Bac Ninh","09205","Yên Trung","unknown",317.653,"","polygon","site","osm_site_polygon",7,"https://www.openstreetmap.org/way/458086641|https://www.openstreetmap.org/way/598146230|https://www.openstreetmap.org/way/1383491149|https://www.openstreetmap.org/way/1435605447|https://www.openstreetmap.org/way/1435605449|https://www.openstreetmap.org/way/1451002215|https://www.openstreetmap.org/way/1451002218",105.998155,21.198922,"https://www.openstreetmap.org/way/598146230","","2026-08-11"
"VN-IP-24-yen-phong-2","Khu Công Nghiệp Yên Phong II","VSIP Yen Phong II Industrial Park","Yen Phong II","Khu Công Nghiệp Yên Phong II|VSIP Yen Phong II Industrial Park","yen phong 2","industrial_park","24","Bac Ninh","27","Bac Ninh","09202","Tam Giang","unknown",328.036,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/way/1257183941|https://www.openstreetmap.org/way/1257183942",105.924467,21.221315,"https://www.openstreetmap.org/way/1257183941","","2026-08-11"
"VN-IP-24-yen-phong-i-mo-rong","Khu công nghiệp Yên Phong I Mở Rộng","","Yen Phong I Mo Rong","Khu công nghiệp Yên Phong I Mở Rộng","yen phong i mo rong","industrial_park","24","Bac Ninh","27","Bac Ninh","09205","Yên Trung","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/way/1451002216",105.996631,21.23615,"https://www.openstreetmap.org/way/1451002216","","2026-08-11"
"VN-IP-24-yen-phong-ii-c","Khu Công Nghiệp Yên Phong II C","Yen Phong II C Industrial Park","Yen Phong II C","Khu Công Nghiệp Yên Phong II C|Yen Phong II C Industrial Park","yen phong ii c","industrial_park","24","Bac Ninh","27","Bac Ninh","09202","Tam Giang","unknown",174.85,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1257183934",105.954215,21.215517,"https://www.openstreetmap.org/way/1257183934","","2026-08-11"
"VN-IP-24-yen-phong-mo-rong","Khu công nghiệp Yên Phong mở rộng","","Yen Phong Mo Rong","Khu công nghiệp Yên Phong mở rộng","yen phong mo rong","industrial_park","24","Bac Ninh","27","Bac Ninh","09205","Yên Trung","unknown",285.026,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/805410975",106.00507,21.22914,"https://www.openstreetmap.org/way/805410975","","2026-08-11"
"VN-IP-25-ba-thien","Khu công nghiệp Bá Thiện","","Ba Thien","Khu công nghiệp Bá Thiện","ba thien","industrial_park","25","Phu Tho","26","Vinh Phuc","08950","Bình Xuyên","unknown",323.297,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/772939822",105.678518,21.327951,"https://www.openstreetmap.org/way/772939822","","2026-08-11"
"VN-IP-25-ba-thien-2","Khu công nghiệp Bá Thiện II","","Ba Thien II","Khu công nghiệp Bá Thiện II","ba thien 2","industrial_park","25","Phu Tho","26","Vinh Phuc","08950","Bình Xuyên","unknown",192.101,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/596051687",105.674929,21.343665,"https://www.openstreetmap.org/way/596051687","","2026-08-11"
"VN-IP-25-binh-xuyen","Khu công nghiệp Bình Xuyên","","Binh Xuyen","Khu công nghiệp Bình Xuyên","binh xuyen","industrial_park","25","Phu Tho","26","Vinh Phuc","08935","Bình Nguyên","unknown",276.552,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/596051727",105.670012,21.259668,"https://www.openstreetmap.org/way/596051727","","2026-08-11"
"VN-IP-25-binh-xuyen-2","Khu công nghiệp Bình Xuyên II","","Binh Xuyen II","Khu công nghiệp Bình Xuyên II","binh xuyen 2","industrial_park","25","Phu Tho","26","Vinh Phuc","08944","Bình Tuyền","unknown",39.354,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/13318766385|https://www.openstreetmap.org/way/596051697",105.675827,21.305917,"https://www.openstreetmap.org/way/596051697","","2026-08-11"
"VN-IP-25-bo-trai-song-da","Khu công nghiệp Bờ trài Sông Đà","","Bo Trai Song Da","Khu công nghiệp Bờ trài Sông Đà","bo trai song da","industrial_park","25","Phu Tho","17","Hoa Binh","04795","Hoà Bình","unknown",57.097,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/628713840",105.329552,20.828624,"https://www.openstreetmap.org/way/628713840","","2026-08-11"
"VN-IP-25-cam-khe","Khu công nghiệp Cẩm Khê","","Cam Khe","Khu công nghiệp Cẩm Khê","cam khe","industrial_park","25","Phu Tho","25","Phu Tho","08341","Cẩm Khê","unknown",443.42,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1462470343",105.108288,21.43557,"https://www.openstreetmap.org/way/1462470343","","2026-08-11"
"VN-IP-25-khai-quang","Khu công nghiệp Khai Quang","","Khai Quang","Khu công nghiệp Khai Quang","khai quang","industrial_park","25","Phu Tho","26","Vinh Phuc","08716","Vĩnh Phúc","unknown",177.706,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/11759887258|https://www.openstreetmap.org/way/596051675",105.631946,21.306999,"https://www.openstreetmap.org/way/596051675","","2026-08-11"
"VN-IP-25-kim-hoa","Khu công nghiệp Kim Hoa","","Kim Hoa","Khu công nghiệp Kim Hoa","kim hoa","industrial_park","25","Phu Tho","26","Vinh Phuc","08740","Phúc Yên","unknown",86.553,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/772939833",105.721515,21.232816,"https://www.openstreetmap.org/way/772939833","","2026-08-11"
"VN-IP-25-luong-son","Khu công nghiệp Lương Sơn","Luong Son Industrial Park","Luong Son","Khu công nghiệp Lương Sơn|Luong Son Industrial Park|Luong Son Industrial Park Road","luong son","industrial_park","25","Phu Tho","17","Hoa Binh","04924","Lương Sơn","unknown",77.356,"Vietnam Post","polygon","site","osm_site_polygon",5,"https://www.openstreetmap.org/node/8654702249|https://www.openstreetmap.org/way/628712542|https://www.openstreetmap.org/way/933776806|https://www.openstreetmap.org/way/1382705134|https://www.openstreetmap.org/way/1385806558",105.544785,20.885988,"https://www.openstreetmap.org/way/628712542","","2026-08-11"
"VN-IP-25-mong-hoa","Khu công nghiệp Mông Hóa","","Mong Hoa","Khu công nghiệp Mông Hóa","mong hoa","industrial_park","25","Phu Tho","17","Hoa Binh","04894","Kỳ Sơn","unknown",41.308,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/630404556",105.405431,20.908448,"https://www.openstreetmap.org/way/630404556","","2026-08-11"
"VN-IP-25-nam-binh-xuyen","Khu công nghiệp Nam Bình Xuyên","","Nam Binh Xuyen","Khu công nghiệp Nam Bình Xuyên|KCN Nam Bình Xuyên","nam binh xuyen","industrial_park","25","Phu Tho","26","Vinh Phuc","08971","Xuân Lãng","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/way/1461813059",105.650564,21.24461,"https://www.openstreetmap.org/way/1461813059","","2026-08-11"
"VN-IP-25-thang-long-vinh-phuc","Khu công nghiệp Thăng Long Vĩnh Phúc","","Thang Long Vinh Phuc","Khu công nghiệp Thăng Long Vĩnh Phúc","thang long vinh phuc","industrial_park","25","Phu Tho","26","Vinh Phuc","08950","Bình Xuyên","unknown",211.071,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/596051696",105.66222,21.31298,"https://www.openstreetmap.org/way/596051696","","2026-08-11"
"VN-IP-25-thuy-van","Khu công nghiệp Thuỵ Vân","","Thuy Van","Khu công nghiệp Thuỵ Vân","thuy van","industrial_park","25","Phu Tho","25","Phu Tho","07894","Nông Trang","unknown",283.242,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/13247470694|https://www.openstreetmap.org/way/631678334",105.344294,21.338888,"https://www.openstreetmap.org/way/631678334","","2026-08-11"
"VN-IP-25-trung-ha","Khu công nghiệp Trung Hà","","Trung Ha","Khu công nghiệp Trung Hà","trung ha","industrial_park","25","Phu Tho","25","Phu Tho","08434","Tam Nông","unknown",61.951,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1056385990",105.331192,21.235923,"https://www.openstreetmap.org/way/1056385990","","2026-08-11"
"VN-IP-31-an-duong","Khu công nghiệp An Dương","","An Duong","Khu công nghiệp An Dương","an duong","industrial_park","31","Hai Phong","30","Hai Duong","11593","An Phong","unknown",170.309,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1183626950",106.5668,20.881494,"https://www.openstreetmap.org/way/1183626950","","2026-08-11"
"VN-IP-31-cong-hoa","Khu công nghiệp Cộng Hoà","","Cong Hoa","Khu công nghiệp Cộng Hoà","cong hoa","industrial_park","31","Hai Phong","30","Hai Duong","10570","Trần Hưng Đạo","unknown",143.094,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/919395266",106.421058,21.125554,"https://www.openstreetmap.org/way/919395266","","2026-08-11"
"VN-IP-31-dai-an","KCN Đại An","","Dai An","KCN Đại An|Khu công nghiệp Đại An","dai an","industrial_park","31","Hai Phong","30","Hai Duong","10891","Tứ Minh","unknown",129.106,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/481837559|https://www.openstreetmap.org/way/597896810",106.270556,20.928793,"https://www.openstreetmap.org/node/481837559","","2026-08-11"
"VN-IP-31-dai-an-mo-rong","Khu công nghiệp Đại An mở rộng","","Dai An Mo Rong","Khu công nghiệp Đại An mở rộng","dai an mo rong","industrial_park","31","Hai Phong","30","Hai Duong","10891","Tứ Minh","unknown",188.849,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1157356621",106.257611,20.926802,"https://www.openstreetmap.org/way/1157356621","","2026-08-11"
"VN-IP-31-dinh-vu","Khu Công Nghiệp Đình Vũ","Dinh Vu Industrial Area","Dinh Vu","Khu Công Nghiệp Đình Vũ|Dinh Vu Industrial Area|KCN Đình Vũ","dinh vu","industrial_park","31","Hai Phong","31","Hai Phong","11411","Đông Hải","unknown",1054.05,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/2550835890|https://www.openstreetmap.org/way/627990023",106.774465,20.826797,"https://www.openstreetmap.org/node/2550835890","","2026-08-11"
"VN-IP-31-do-son","Khu công nghiệp Đồ Sơn","","Do Son","Khu công nghiệp Đồ Sơn","do son","industrial_park","31","Hai Phong","31","Hai Phong","11455","Đồ Sơn","unknown",148.945,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/13456407367|https://www.openstreetmap.org/way/597913808",106.764411,20.737664,"https://www.openstreetmap.org/way/597913808","","2026-08-11"
"VN-IP-31-ky-thuat-cao-an-phat","Khu công nghiệp Kỹ thuật cao An Phát","","Ky Thuat Cao An Phat","Khu công nghiệp Kỹ thuật cao An Phát","ky thuat cao an phat","industrial_park","31","Hai Phong","30","Hai Duong","10543","Việt Hoà","unknown",48.475,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1328293937",106.286804,20.939243,"https://www.openstreetmap.org/way/1328293937","","2026-08-11"
"VN-IP-31-lai-cach","Khu công nghiệp Lai Cách - Cao An","","Lai Cach","Khu công nghiệp Lai Cách - Cao An","lai cach","industrial_park","31","Hai Phong","30","Hai Duong","10543","Việt Hoà","unknown",97.153,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1328293911",106.263002,20.940679,"https://www.openstreetmap.org/way/1328293911","","2026-08-11"
"VN-IP-31-lai-vu","Khu công nghiệp Lai Vu","","Lai Vu","Khu công nghiệp Lai Vu","lai vu","industrial_park","31","Hai Phong","30","Hai Duong","10756","Lai Khê","unknown",187.053,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/733047147",106.394122,20.984296,"https://www.openstreetmap.org/way/733047147","","2026-08-11"
"VN-IP-31-nam-cau-kien","Khu công nghiệp Nam Cầu Kiền","","Nam Cau Kien","Khu công nghiệp Nam Cầu Kiền","nam cau kien","industrial_park","31","Hai Phong","30","Hai Duong","11557","Thiên Hương","unknown",157.28,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/631036815",106.631113,20.905345,"https://www.openstreetmap.org/way/631036815","","2026-08-11"
"VN-IP-31-nam-sach","Khu công nghiệp Nam Sách","","Nam Sach","Khu công nghiệp Nam Sách","nam sach","industrial_park","31","Hai Phong","30","Hai Duong","10660","Ái Quốc","unknown",61.829,"","polygon","site","osm_site_polygon",3,"https://www.openstreetmap.org/node/11791779127|https://www.openstreetmap.org/node/13251002949|https://www.openstreetmap.org/way/1157356620",106.370925,20.965872,"https://www.openstreetmap.org/way/1157356620","","2026-08-11"
"VN-IP-31-nhat-ban","Khu công nghiệp Nhật Bản - Hải Phòng","","Nhat Ban","Khu công nghiệp Nhật Bản - Hải Phòng","nhat ban","industrial_park","31","Hai Phong","30","Hai Duong","11602","Hồng An","unknown",154.207,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/241201293",106.593292,20.902037,"https://www.openstreetmap.org/way/241201293","","2026-08-11"
"VN-IP-31-phuc-dien","Khu công nghiệp Phúc Điền","","Phuc Dien","Khu công nghiệp Phúc Điền","phuc dien","industrial_park","31","Hai Phong","30","Hai Duong","10930","Mao Điền","unknown",78.48,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/597885883",106.19118,20.930419,"https://www.openstreetmap.org/way/597885883","","2026-08-11"
"VN-IP-31-tan-truong","Khu công nghiệp Tân Trường","","Tan Truong","Khu công nghiệp Tân Trường","tan truong","industrial_park","31","Hai Phong","30","Hai Duong","10930","Mao Điền","unknown",189.011,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/597911424",106.22656,20.926143,"https://www.openstreetmap.org/way/597911424","","2026-08-11"
"VN-IP-31-tien-lang","Khu công nghiệp Tiên Lãng","","Tien Lang","Khu công nghiệp Tiên Lãng","tien lang","industrial_park","31","Hai Phong","31","Hai Phong","11755","Tiên Lãng","unknown",34.659,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1167614580",106.561708,20.738808,"https://www.openstreetmap.org/way/1167614580","","2026-08-11"
"VN-IP-31-trang-due","Khu công nghiệp Tràng Duệ","","Trang Due","Khu công nghiệp Tràng Duệ","trang due","industrial_park","31","Hai Phong","30","Hai Duong","11593","An Phong","unknown",328.326,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/12782141137|https://www.openstreetmap.org/way/654588622",106.561953,20.861943,"https://www.openstreetmap.org/way/654588622","","2026-08-11"
"VN-IP-31-vsip","Khu công nghiệp VSIP","","VSIP","Khu công nghiệp VSIP","vsip","industrial_park","31","Hai Phong","31","Hai Phong","11542","Nam Triệu","unknown",323.75,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/631139841",106.72318,20.909567,"https://www.openstreetmap.org/way/631139841","","2026-08-11"
"VN-IP-31-vsip-hai-duong","Khu công nghiệp VSIP Hải Dương","","VSIP Hai Duong","Khu công nghiệp VSIP Hải Dương","vsip hai duong","industrial_park","31","Hai Phong","30","Hai Duong","10930","Mao Điền","unknown",147.316,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1157356622",106.173046,20.93389,"https://www.openstreetmap.org/way/1157356622","","2026-08-11"
"VN-IP-33-cau-nghin","Khu công nghiệp Cầu Nghìn","","Cau Nghin","Khu công nghiệp Cầu Nghìn","cau nghin","industrial_park","33","Hung Yen","34","Thai Binh","12523","Phụ Dực","unknown",66.833,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/916474171",106.43732,20.65409,"https://www.openstreetmap.org/way/916474171","","2026-08-11"
"VN-IP-33-det-may-pho-noi","Khu công nghiệp Dệt may Phố Nối","","Det May Pho Noi","Khu công nghiệp Dệt may Phố Nối|Khu Công nghiệp Dệt may Phố Nối","det may pho noi","industrial_park","33","Hung Yen","33","Hung Yen","12133","Đường Hào","unknown",97.923,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/12750082813|https://www.openstreetmap.org/way/1308939939",106.072199,20.922864,"https://www.openstreetmap.org/way/1308939939","","2026-08-11"
"VN-IP-33-gia-le","Khu công nghiệp Gia Lễ","","Gia Le","Khu công nghiệp Gia Lễ","gia le","industrial_park","33","Hung Yen","34","Thai Binh","12775","Nam Đông Hưng","unknown",78.687,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/484379376",106.356728,20.502808,"https://www.openstreetmap.org/way/484379376","","2026-08-11"
"VN-IP-33-minh-duc","Khu công nghiệp Minh Đức","Minh Duc Industrial Zone","Minh Duc","Khu công nghiệp Minh Đức|Minh Duc Industrial Zone","minh duc","industrial_park","33","Hung Yen","33","Hung Yen","12133","Đường Hào","unknown",206.216,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/598142077",106.134437,20.91273,"https://www.openstreetmap.org/way/598142077","","2026-08-11"
"VN-IP-33-minh-quang","Khu công nghiệp Minh Quang","","Minh Quang","Khu công nghiệp Minh Quang","minh quang","industrial_park","33","Hung Yen","33","Hung Yen","12127","Thượng Hồng","unknown",144.439,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1308941469",106.11808,20.924166,"https://www.openstreetmap.org/way/1308941469","","2026-08-11"
"VN-IP-33-nguyen-duc-canh","Khu công nghiệp Nguyễn Đức Cảnh","","Nguyen Duc Canh","Khu công nghiệp Nguyễn Đức Cảnh","nguyen duc canh","industrial_park","33","Hung Yen","34","Thai Binh","12452","Trần Hưng Đạo","unknown",88.604,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/629896123",106.326734,20.447962,"https://www.openstreetmap.org/way/629896123","","2026-08-11"
"VN-IP-33-pho-noi-a","Khu công nghiệp Phố Nối A","","Pho Noi A","Khu công nghiệp Phố Nối A","pho noi a","industrial_park","33","Hung Yen","33","Hung Yen","12004","Như Quỳnh","unknown",807.794,"Vietcombank","polygon","site","osm_site_polygon",5,"https://www.openstreetmap.org/node/13370688220|https://www.openstreetmap.org/node/13370688221|https://www.openstreetmap.org/way/595840992|https://www.openstreetmap.org/way/1254870257|https://www.openstreetmap.org/way/1284411573",106.018317,20.94003,"https://www.openstreetmap.org/way/595840992","","2026-08-11"
"VN-IP-33-phuc-khanh","Khu công nghiệp Phúc Khánh","","Phuc Khanh","Khu công nghiệp Phúc Khánh","phuc khanh","industrial_park","33","Hung Yen","34","Thai Binh","12452","Trần Hưng Đạo","unknown",123.842,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/597913405",106.311003,20.44335,"https://www.openstreetmap.org/way/597913405","","2026-08-11"
"VN-IP-33-sach-hung-yen","Khu công nghiệp Sạch Hưng Yên","","Sach Hung Yen","Khu công nghiệp Sạch Hưng Yên","sach hung yen","industrial_park","33","Hung Yen","33","Hung Yen","12166","Xuân Trúc","unknown",135.25,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1299254693",106.044396,20.826782,"https://www.openstreetmap.org/way/1299254693","","2026-08-11"
"VN-IP-33-song-tra","Khu công nghiệp Sông Trà","","Song Tra","Khu công nghiệp Sông Trà","song tra","industrial_park","33","Hung Yen","34","Thai Binh","13225","Thái Bình","unknown",97.652,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1183605045",106.325316,20.477946,"https://www.openstreetmap.org/way/1183605045","","2026-08-11"
"VN-IP-33-tan-binh-vu-thu","Khu công nghiệp Tân Bình Vũ Thư","","Tan Binh Vu Thu","Khu công nghiệp Tân Bình Vũ Thư","tan binh vu thu","industrial_park","33","Hung Yen","34","Thai Binh","13225","Thái Bình","unknown",,"","point","locality","osm_reference_point",1,"https://www.openstreetmap.org/node/5507680922",106.329272,20.477134,"https://www.openstreetmap.org/node/5507680922","","2026-08-11"
"VN-IP-33-tan-quang","Khu công nghiệp Tân Quang - Như Quỳnh","","Tan Quang","Khu công nghiệp Tân Quang - Như Quỳnh","tan quang","industrial_park","33","Hung Yen","33","Hung Yen","12004","Như Quỳnh","unknown",65.855,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1284411572",105.96868,20.988426,"https://www.openstreetmap.org/way/1284411572","","2026-08-11"
"VN-IP-33-thang-long-2","Khu công nghiệp Thăng Long II","","Thang Long II","Khu công nghiệp Thăng Long II","thang long 2","industrial_park","33","Hung Yen","33","Hung Yen","12064","Nguyễn Văn Linh","unknown",352.392,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/12833035308|https://www.openstreetmap.org/way/633668122",106.067419,20.913323,"https://www.openstreetmap.org/way/633668122","","2026-08-11"
"VN-IP-33-tien-hai","Khu công nghiệp Tiền Hải","","Tien Hai","Khu công nghiệp Tiền Hải","tien hai","industrial_park","33","Hung Yen","34","Thai Binh","13003","Đồng Châu","unknown",222.448,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/638509092",106.529829,20.392544,"https://www.openstreetmap.org/way/638509092","","2026-08-11"
"VN-IP-33-van-giang","Khu công nghiệp Văn Giang -giai đoạn 1","","Van Giang","Khu công nghiệp Văn Giang -giai đoạn 1","van giang","industrial_park","33","Hung Yen","33","Hung Yen","12031","Nghĩa Trụ","under_construction",0.913,"","polygon","site","osm_site_polygon",4,"https://www.openstreetmap.org/way/1429890056|https://www.openstreetmap.org/way/1484217175|https://www.openstreetmap.org/way/1484217179|https://www.openstreetmap.org/way/1489660280",106.003416,20.929786,"https://www.openstreetmap.org/way/1429890056","","2026-08-11"
"VN-IP-33-yen-my","Khu công nghiệp Yên Mỹ","","Yen My","Khu công nghiệp Yên Mỹ","yen my","industrial_park","33","Hung Yen","33","Hung Yen","12073","Yên Mỹ","unknown",165.42,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1308939951",106.065361,20.89466,"https://www.openstreetmap.org/way/1308939951","","2026-08-11"
"VN-IP-33-yen-my-2","Khu công nghiệp Yên Mỹ II","","Yen My II","Khu công nghiệp Yên Mỹ II","yen my 2","industrial_park","33","Hung Yen","33","Hung Yen","12073","Yên Mỹ","unknown",103.12,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/736768941",106.044223,20.874647,"https://www.openstreetmap.org/way/736768941","","2026-08-11"
"VN-IP-37-bao-minh","Khu công nghiệp Bảo Minh","Bao Minh Industrial Park","Bao Minh","Khu công nghiệp Bảo Minh|Bao Minh Industrial Park","bao minh","industrial_park","37","Ninh Binh","36","Nam Dinh","13786","Liên Minh","unknown",152.067,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/13278954109|https://www.openstreetmap.org/way/337216625",106.105862,20.351463,"https://www.openstreetmap.org/way/337216625","","2026-08-11"
"VN-IP-37-det-may-rang-dong","Khu Công Nghiệp dệt may Rạng Đông","Rang Dong Textile Industrial Park","Det May Rang Dong","Khu Công Nghiệp dệt may Rạng Đông|Rang Dong Textile Industrial Park","det may rang dong","industrial_park","37","Ninh Binh","36","Nam Dinh","13894","Rạng Đông","unknown",441.696,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1292143993",106.156451,19.977588,"https://www.openstreetmap.org/way/1292143993","","2026-08-11"
"VN-IP-37-dong-van-1","Khu công nghiệp Đồng Văn I","Dong Van I Industrial Area","Dong Van I","Khu công nghiệp Đồng Văn I|Dong Van I Industrial Area","dong van 1","industrial_park","37","Ninh Binh","35","Ha Nam","13348","Đồng Văn","unknown",163.075,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/node/13238915086|https://www.openstreetmap.org/way/597852036",105.924341,20.650036,"https://www.openstreetmap.org/way/597852036","","2026-08-11"
"VN-IP-37-dong-van-2","Khu công nghiệp Đồng Văn II","Dong Van II Industrial Area","Dong Van II","Khu công nghiệp Đồng Văn II|Dong Van II Industrial Area","dong van 2","industrial_park","37","Ninh Binh","35","Ha Nam","13336","Duy Hà","unknown",356.356,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/way/1184963865|https://www.openstreetmap.org/way/1461787049",105.926827,20.663331,"https://www.openstreetmap.org/way/1184963865","","2026-08-11"
"VN-IP-37-dong-van-3","Khu công nghiệp Đồng Văn III","Dong Van III Industrial Area","Dong Van III","Khu công nghiệp Đồng Văn III|Dong Van III Industrial Area","dong van 3","industrial_park","37","Ninh Binh","35","Ha Nam","13348","Đồng Văn","unknown",103.845,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1184923978",105.938073,20.629491,"https://www.openstreetmap.org/way/1184923978","","2026-08-11"
"VN-IP-37-dong-van-4","Khu công nghiệp Đồng Văn IV","","Dong Van IV","Khu công nghiệp Đồng Văn IV","dong van 4","industrial_park","37","Ninh Binh","35","Ha Nam","13393","Lê Hồ","unknown",294.286,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1337945101",105.881054,20.628309,"https://www.openstreetmap.org/way/1337945101","","2026-08-11"
"VN-IP-37-dong-van-i-mo-rong","Khu công nghiệp Đồng Văn I mở rộng","Dong Van I Industrial Park (extended)","Dong Van I Mo Rong","Khu công nghiệp Đồng Văn I mở rộng|Dong Van I Industrial Park (extended)","dong van i mo rong","industrial_park","37","Ninh Binh","35","Ha Nam","13348","Đồng Văn","unknown",93.382,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/1299444252",105.941973,20.673044,"https://www.openstreetmap.org/way/1299444252","","2026-08-11"
"VN-IP-37-gian-khau","Khu công nghiệp Gián Khẩu","Gian Khau Industrial Park","Gian Khau","Khu công nghiệp Gián Khẩu|Gian Khau Industrial Park","gian khau","industrial_park","37","Ninh Binh","37","Ninh Binh","14488","Gia Vân","unknown",179.103,"","polygon","site","osm_site_polygon",1,"https://www.openstreetmap.org/way/641567443",105.918975,20.342059,"https://www.openstreetmap.org/way/641567443","","2026-08-11"
"VN-IP-37-hai-hau","Khu Công Nghiệp Hải Hậu","","Hai Hau","Khu Công Nghiệp Hải Hậu","hai hau","industrial_park","37","Ninh Binh","36","Nam Dinh","14215","Hải Hậu","unknown",28.442,"","polygon","site","osm_site_polygon",2,"https://www.openstreetmap.org/way/746547580|https://www.openstreetmap.org/way/746547581",106.280411,20.164372,"https://www.openstreetmap.org/way/746547580","","2026-08-11"
