"source_id","province_vi","name_vi","developer","address","source_url","source_date","retrieved_on"
"98","Bình Định","Nhơn Hội B (trong KKT Nhơn Hội)","Công ty TNHH Một thành viên Hong Yeung Việt Nam","thành phố Qui Nhơn, tỉnh Bình Định","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"99","Bình Định","Nhơn Hội A (trong KKT Nhơn Hội)","Công ty Cổ phần Khu công nghiệp Sài Gòn – Nhơn Hội","xã Nhơn Hội, thành phố Quy Nhơn, tỉnh Bình Định","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"100","Bình Định","Long Mỹ","Công ty Phát triển hạ tầng các KCN Bình Định","Số 338 Lạc Long Quân, phường Trần Quang Diệu, tp Quy Nhơn","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"101","Bình Định","Phú Tài","Công ty CP đầu tư và xây dựng Bình Định","Số 338 Lạc Long Quân, phường Trần Quang Diệu, tp Quy Nhơn","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"102","Bình Định","Nhơn Hoà","Công ty Cổ phần dầu tư hạ tầng KCN Nhơn Hoà","phường Nhơn Hoà, thị xã An Nhơn","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"103","Bình Thuận","Hàm Kiệm II","Công ty CP đầu tư Bình Tân","xã Hàm Kiệm, huyện Hàm Thuận Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"104","Bình Thuận","Hàm Kiệm I","Công ty Cổ phần Thương mại Dịch vụ Địa ốc Hoàng Quân Bình Thuận","xã Hàm Mỹ, xã Hàm Kiệm, huyện Hàm Thuận Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"105","Bình Thuận","Phan Thiết 2","Công ty Thép Trung Nguyên","xã Phong Nẫm, tp Phan Thiết và xã Hàm Liêm, huyện Hàm Thuận Bắc","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"106","Bình Thuận","Phan Thiết 1","Công ty Cổ phần VLXV & KS Bình Thuận.","xã Phong Nẫm, tp Phan Thiết và xã Hàm Liêm, huyện Hàm Thuận Bắc","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"107","Khánh Hoà","Ninh Thủy (trong KKT Vân Phong)","Công ty TNHH Hoàn Cầu Vân Phong","phường Ninh Thủy, thị xã Ninh Hòa, tỉnh Khánh Hòa","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"108","Khánh Hoà","Suối Dầu","Công ty Cổ phần Khu công nghiệp Suối Dầu","KCN suối Dầu, xã Suối Tân, huyện Cam Lâm, tỉnh Khánh Hoà","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"109","Nghệ An","Hoàng Mai 1 (trong KKT Đông Nam)","Công ty Cổ phần Đầu tư Dầu khí V.I.P Việt Nam","Thị xã Hoàng Mai, tỉnh Nghệ An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"110","Nghệ An","Nam Cấm","Công ty phát triển Khu công nghiệp Nghệ An","Huyện Nghi Lộc, tỉnh Nghệ An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"111","Nghệ An","Bắc Vinh","Công ty đầu tư phát triển Khu công nghiệp Bắc Vinh - Tổng công ty lắp máy Việt Nam (Lilama)","Thành phố Vinh, tỉnh Nghệ An","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"112","Ninh Thuận","Thành Hải (từ CCN Thành Hải)","Ban Quản lý dự án đầu tư xây dựng công trình dân dụng và công nghiệp tỉnh Ninh Thuận.","xã Thành Hải, tp Phan Rang - Tháp Chàm","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"113","Ninh Thuận","Phước Nam","Công ty CP Đầu tư Phước Nam-Ninh Thuận","xã Phước Nam, huyện Thuận nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"114","Phú Yên","An Phú","Trung tâm Dịch vụ công ích là đơn vị sự nghiệp trực thuộc Ban Quản lý Khu kinh tế Phú Yên","Tp. Tuy Hoà, Phú Yên","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"115","Phú Yên","Đông Bắc Sông Cầu","Trung tâm Dịch vụ công ích là đơn vị sự nghiệp trực thuộc Ban Quản lý Khu kinh tế Phú Yên","Thị xã Sông Cầu, Phú Yên","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"116","Phú Yên","Hoà Hiệp II (trong KKT Nam Phú Yên)","Trung tâm Dịch vụ công ích là đơn vị sự nghiệp trực thuộc Ban Quản lý Khu kinh tế Phú Yên","xã Hòa Hiệp, huyện Đông Hòa, tỉnh Phú Yên","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"117","Phú Yên","Hoà Hiệp I (trong KKT Nam Phú Yên)","Trung tâm Dịch vụ công ích là đơn vị sự nghiệp trực thuộc Ban Quản lý Khu kinh tế Phú Yên","huyện Đông Hoà, Phú Yên","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"118","Quảng Bình","Cảng biển Hòn La (trong KKT Hòn La)","Ban Quản lý Khu kinh tế tỉnh Quảng Bình","317 Lý Thường Kiệt, thành phố Đồng Hới, tỉnh Quảng Bình","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"119","Quảng Bình","Bắc Đồng Hới","Ban Quản lý Khu kinh tế tỉnh Quảng Bình Thuận Đức, Đồng Hới, Quảng Bình","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"120","Quảng Bình","Tây Bắc Đồng Hới","Ban Quản lý đầu tư xây dựng khu KT-CN tỉnh Quảng Bình","Đồng Phú, Đồng Hới, Quảng Bình","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"121","Quảng Nam","Bắc Chu Lai (trong KKT Chu Lai)","Công ty Cizidco","Núi Thành, Quảng Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"122","Quảng Nam","KCN Cơ khí Oto Chu Lai (thuộc KCN Bắc Chu Lai)","Công ty cổ phần ôtô Trường Hải","Tam Hiệp, Núi Thành, Quảng Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"123","Quảng Nam","KCN Hậu Cần Tam Hiệp (trong KKT Chu Lai)","Công ty Đầu tư và Phát triển Kỳ Hà Chu Lai Quảng Nam","xã Tam Hiệp, huyện Núi Thành, tỉnh Quảng Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"124","Quảng Nam","Thuận Yên","Công ty Vinaconex 25 bàn giao cho Trung tâm phát triển các Khu, CCN và thương mại dịch vụ thành phố Tam kỳ","phường Hoà Thuận, thành phố Tam Kỳ, tỉnh Quảng Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"125","Quảng Nam","Đông Quế Sơn","Công ty cổ phần Prime Group","xã Hương An, huyện Quế Sơn, tỉnh Quảng Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"126","Quảng Nam","Điện Nam - Điện Ngọc","Công ty cổ phần Phát triển đô thị và Khu công nghiệp Quảng Nam - Đà Nẵng","Phường Điện Ngọc thị xã Điện Bàn tỉnh Quảng Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"127","Quảng Nam","Tam Thăng","Công ty TNHH MTV Phát triển hạ tầng KCN Chu Lai","xã Bình Nam, huyện Thăng Bình và xã Tam Thăng, thành phố Tam Kỳ, tỉnh Quảng Nam","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"128","Quảng Ngãi","VSIP Quảng Ngãi (trong KKT Dung Quất)","Công ty TNHH VSIP Quảng Ngãi","huyện Bình Sơn, tỉnh Quảng Ngãi","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"129","Quảng Ngãi","Phân Khu công nghiệp Sài Gòn - Dung Quất (trong KKT Dung Quất)","Công ty TNHH MTV Đầu tư, xây dựng và KDDV Quảng Ngãi (QISC)","huyện Bình Sơn, tỉnh Quảng Ngãi","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"130","Quảng Ngãi","Tịnh Phong","Công ty TNHH MTV Đầu tư và Kinh doanh dịch vụ Quảng Ngãi","Xã Tịnh Phong, huyện Sơn Tịnh, tỉnh Quảng Ngãi","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"131","Quảng Ngãi","Quảng Phú","Công ty TNHH MTV Đầu tư và Kinh doanh dịch vụ Quảng Ngãi","Phường Quảng Phú, thành phố Quảng Ngãi, tỉnh Quảng Ngãi","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"132","Quảng Trị","KCN Quán Ngang","Ban quản lý các Khu công nghiệp tỉnh Quảng Trị","Gio Châu, Gio Linh, Quảng Trị","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"133","Quảng Trị","KCN Nam Đông Hà","Ban quản lý các Khu công nghiệp tỉnh Quảng Trị","Đông Hải, Đông Hà, Quảng Trị","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"134","Thanh Hoá","Hoàng Long (gđ1)","Công ty CP Tập đoàn FLC","Phường Tào Xuyên, Tp Thanh Hóa","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"135","Thanh Hoá","Hoàng Long (gđ2)","Công ty CP Tập đoàn FLC","Phường Tào Xuyên, Tp Thanh Hóa và các xã thuộc huyện Hoằng Hóa","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"136","Thanh Hoá","Đình Hương - Tây Bắc Ga (gđ1)","Công ty Cổ phần Kiến trúc Phục Hưng","Phường Đông Thọ, Tp Thanh Hóa","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"137","Thanh Hoá","Đình Hương - Tây Bắc Ga (gđ2)","Công ty Cổ phần Kiến trúc Phục Hưng","Phường Đông Thọ, Tp Thanh Hóa","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"138","Thanh Hoá","Bỉm Sơn","CP Đầu tư và Xây dựng HUD 4","TX Bỉm Sơn, Thanh Hóa","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"139","Thanh Hoá","Lễ Môn","Công ty TNHH MTV đầu tư và phát triển hạ tầng Thanh Hóa","phường Quảng Hưng, Tp.Thanh Hóa","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"140","Thừa Thiên Huế La Sơn","","Công ty TNHH Vitto","xã Lộc Sơn, huyện Phú Lộc, tỉnh Thừa Thiên Huế","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"141","","Thừa Thiên Huế Phong Điền khu B","Công ty Cổ phần Prime Thiên Phúc","thị trấn Phong Điền và Phong Hòa, Phong Thu, huyện Phong Điền","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"142","","Thừa Thiên Huế Phong Điền- Viglacera","Công ty Đầu tư Phát triển Hạ tầng Viglacera","thuộc các xã: Phong Hòa, Phong Hiền, thị trấn Phong Điền, huyện Phong Điền, tỉnh Thừa Thiên Huế.","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"143","Thừa Thiên Huế Phú Bài","","Công ty xây lắp Thừa Thiên Huế","Lô 09 đường Phạm Văn Đồng, phường Vĩ Dạ, thành phố Huế","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"144","Hà Tĩnh","Đại Kim (thuộc KKTCK Cầu Treo)","Tập đoàn Hồng Hải (Foxconn -Đài Loan)","Xã Sơn Kim 1, huyện Hương Sơn, Hà Tĩnh","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"145","Hà Tĩnh","Vũng Áng 1 (trong KKT Vũng Áng)","Trung tâm Dịch vụ và Hạ tầng Khu kinh tế Vũng Áng","Phường Kỳ Thịnh, thị xã Kỳ Anh, tỉnh Hà Tĩnh","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"146","Hà Tĩnh","Gia Lách","Công Ty TNHH Đầu Tư - Xây Đựng Cơ Sở Hạ Tầng Tân Lộc","Thị trấn Xuân An, Nghi Xuân, Hà Tĩnh","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"147","Đăk Lăk","Hoà Phú","Công ty cổ phần Hoà Phú","huyện Hiệp Hòa, tỉnh Bắc Giang","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"148","Đăk Nông","Tâm Thắng","Công ty Phát triển hạ tầng KCN Tâm Thắng","xã Tâm Thắng, huyện Cư Jút, tỉnh Đắk Nông","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"149","Gia Lai","Trà Đa","Công ty Phát triển hạ tầng KKT Gia Lai","xã Trà Đa, thành phố Pleiku, tỉnh Gia Lai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"150","Kon Tum","Hoà Bình","Công ty Đầu tư phát triển hạ tầng KKT Kon Tum","phường Lê Lợi và Nguyễn Trãi - TP Kon Tum, tỉnh KonTum","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"151","Lâm Đồng","Phú Hội","Công ty Phát triển hạ tầng khu công nghiệp Lộc Sơn - Phú Hội","xã Phú Hội, huyện Đức Trọng, tỉnh Lâm Đồng","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"152","Lâm Đồng","Lộc Sơn","Công ty Phát triển hạ tầng khu công nghiệp Lộc Sơn - Phú Hội","phường Lộc Sơn, thành phố Bảo Lộc, tỉnh Lâm Đồng","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"153","Đồng Nai","Lộc An- Bình Sơn","Công ty VRG Long Thành","huyện Long Thành, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"154","Đồng Nai","Nhơn Trạch 2","Công ty Cổ phần Địa ốc Thảo Điền","huyện Nhơn Trạch, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"155","Đồng Nai","Nhơn Trạch 1","Công ty TNHH MTV Phát triển Đô thị và KCN IDICO-URBIZ","huyện Nhơn Trạch, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"156","Đồng Nai","An Phước","Tổng Công ty Tín Nghĩa","huyện Long Thành, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"157","Đồng Nai","Long Đức","Công ty TNHH Đầu tư Long Đức","huyện Long Thành, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"158","Đồng Nai","Thạnh Phú","Công ty Cổ phần Sonadezi Long Bình","huyện Vĩnh Cửu, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"159","Đồng Nai","Dầu Giây","Công ty Cổ phần KCN Dầu Giây","huyện Thống Nhất, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"160","Đồng Nai","Xuân Lộc","Công ty CP SONADEZI Long Bình","huyện Xuân Lộc, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"161","Đồng Nai","Suối Tre","Công ty cổ phần Sonadezi An Bình","thị xã Long Khánh, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"162","Đồng Nai","Giang Điền","Tổng Công ty Phát triển Khu công nghiệp (SONADEZI)","huyện Trảng Bom, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"163","Đồng Nai","Tân Phú","Công ty TNHH Một Thành viên Tín Nghĩa xã Tân Phú Thạnh, huyện Châu Thành A","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"164","Đồng Nai","Sông Mây (giai đoạn 1)","Công ty Cổ phần phát triển KCN Sông Mây - Sinpaco","xã Bắc Sơn, huyện Trảng Bom, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"165","Đồng Nai","Giai đoạn 2","Công ty Cổ phần phát triển KCN Sông Mây - Sinpaco","xã Bắc Sơn, huyện Trảng Bom, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"166","Đồng Nai","Hố Nai","Công ty Cổ phần KCN Hố Nai","huyện Trảng Bom, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"167","Đồng Nai","Gò Dầu","Công ty Cổ phần Sonadezi Long Bình","huyện Long Thành, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"168","Đồng Nai","Agtex Long Bình","Tổng công ty 28","TP. Biên Hoà, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"169","Đồng Nai","Loteco (Long Bình)","Công ty TNHH Phát triển Khu Công Nghiệp Long Bình","TP. Biên Hoà, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"170","Đồng Nai","Biên Hoà 2","Công ty Phát triển Khu công nghiệp Biên Hoà (Sonadezi)","TP. Biên Hoà, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"171","Đồng Nai","Nhơn Trạch 2-Lộc Khang","Công ty Cổ phần Địa ốc Thảo Điền","huyện Nhơn Trạch, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"172","Đồng Nai","Nhơn Trạch 5","Tổng công ty IDICO","huyện Nhơn Trạch, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"173","Đồng Nai","","Nhơn Trạch 3 ( giai đoạn 1) Công ty TNHH Một Thành viên Tín Nghĩa huyện Nhơn Trạch, tỉnh Đồng Nai","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"174","Đồng Nai","","Nhơn Trạch 3 ( giai đoạn 2) Công ty TNHH Một Thành viên Tín Nghĩa huyện Nhơn Trạch, tỉnh Đồng Nai","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"175","Đồng Nai","Long Khánh","Công ty CP KCN Long Khánh","thị xã Long Khánh, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"176","Đồng Nai","Định Quán","Công ty Cổ phần KCN Định Quán","huyện Định Quán, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"177","Đồng Nai","Bàu Xéo","Công ty cổ phần Thống Nhất","huyện Trảng Bom, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"178","Đồng Nai","Long Bình (Amata)","Công ty CP Đô thị Amata Biên Hoà","TP. Biên Hoà, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"179","Đồng Nai","Biên Hoà 1","Tổng công ty phát triển KCN","TP. Biên Hoà, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"180","Đồng Nai","Tam Phước","Công ty Cổ phần Phát triển KCN Tín Nghĩa TP. Biên Hoà, tỉnh Đồng Nai","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"181","Đồng Nai","Long Thành","Công ty Cổ phần SONADEZI Long Thành huyện Long Thành, tỉnh Đồng Nai","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"182","Đồng Nai","Ông Kèo","Công ty TNHH Một Thành viên Tín Nghĩa huyện Nhơn Trạch, tỉnh Đồng Nai","","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"183","Đồng Nai","Nhơn Trạch 2 - Nhơn Phú","Công ty Cổ phần Địa ốc Thảo Điền","đường 25 B huyện Nhơn Trạch, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"184","Đồng Nai","Dệt May Nhơn Trạch (Vinatex-Tân Tạo)","Công ty Cổ Phần Đầu Tư Vinatex – Tân Tạo","huyện Nhơn Trạch, tỉnh Đồng Nai","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"185","Bình Dương","Rạch Bắp","Cổ phần Công nghiệp An Điền","xã An Điền, thị xã Bến Cát, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"186","Bình Dương","Tân Đông Hiệp B","Công ty TNHH Phú Mỹ","xã Tân Đông Hiệp, huyện Dĩ An, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"187","Bình Dương","An Tây (Singapore Ascendas – Protrade)","Công ty TNHH MTV Quốc tế Protrade","xã An Tây, thị xã Bến Cát, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"188","Bình Dương","Đất Cuốc","Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương","xã Đất Cuốc, thị xã Tân Uyên, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"189","Bình Dương","Đất Cuốc (mở rộng)","Công ty CP Khoáng sản và Xây dựng Bình Dương","xã Đất Cuốc, thị xã Tân Uyên, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"190","Bình Dương","Phú Tân (Việt Remax/Phú Gia)","Công ty Cổ phần Đầu tư Phát triển Nam Kim","Hoà Phú, Thủ Dầu Một, Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"191","Bình Dương","Nam Tân Uyên","Công ty cổ phần Khu công nghiệp Nam Tân Uyên","Tân Uyên, Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
"192","Bình Dương","Nam Tân Uyên mở rộng","Công ty cổ phần Khu công nghiệp Nam Tân Uyên","Hội Nghĩa, thị xã Tân Uyên, tỉnh Bình Dương","https://vea.mae.gov.vn/khu-cong-nghiep/5867/danh-sach-cac-khu-cong-nghiep","2023-02-24","2026-09-10"
