slug,ten,tinhSlug,tinhTen,diaDiem,dienTichHa,isPlanningOnly,hasDtm,hasDocs,source_url,retrieved_on
kcn-tan-phu,KCN Tân Phú,dong-nai,Đồng Nai,"Thị trấn Tân Phú, huyện Tân Phú.",54,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phu,2026-09-10
kcn-tan-phu-giai-doan-2,KCN Tân Phú (Giai đoạn 2),dong-nai,Đồng Nai,Huyện Tân Phú,169,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phu-giai-doan-2,2026-09-10
kcn-tan-phu-mo-rong,KCN Tân Phú (mở rộng),dong-nai,Đồng Nai,Huyện Tân Phú,76,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phu-mo-rong,2026-09-10
kcn-thanh-binh,KCN Thanh Bình,dong-nai,Đồng Nai,Đồng Xoài,92,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-binh,2026-09-10
kcn-thanh-dung,KCN Thanh Dung,dong-nai,Đồng Nai,Lộc Ninh,300,True,False,False,https://kcn-kkt.com/kcn/kcn-thanh-dung,2026-09-10
kcn-thanh-phu,KCN Thanh Phú,dong-nai,Đồng Nai,"Xã Thanh Phú, huyện Vĩnh Cửu",177,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-phu,2026-09-10
kcn-v-com,KCN V.Com,dong-nai,Đồng Nai,Lộc Ninh,300,True,False,False,https://kcn-kkt.com/kcn/kcn-v-com,2026-09-10
kcn-viet-kieu,KCN Việt Kiều,dong-nai,Đồng Nai,Huyện Hớn Quân,104,False,False,False,https://kcn-kkt.com/kcn/kcn-viet-kieu,2026-09-10
kcn-xuan-hoa,KCN Xuân Hòa,dong-nai,Đồng Nai,Huyện Xuân Lộc,485,False,False,False,https://kcn-kkt.com/kcn/kcn-xuan-hoa,2026-09-10
kcn-xuan-loc,KCN Xuân Lộc,dong-nai,Đồng Nai,"Xã Xuân Tâm, Xuân Hiệp, huyện Xuân Lộc",109,False,False,False,https://kcn-kkt.com/kcn/kcn-xuan-loc,2026-09-10
kcn-xuan-loc-mo-rong,KCN Xuân Lộc mở rộng,dong-nai,Đồng Nai,Huyện Xuân Lộc,200,False,False,False,https://kcn-kkt.com/kcn/kcn-xuan-loc-mo-rong,2026-09-10
kcn-xuan-que-song-nhan,KCN Xuân Quế - Sông Nhan,dong-nai,Đồng Nai,Huyện Cẩm Mỹ,1820,False,True,True,https://kcn-kkt.com/kcn/kcn-xuan-que-song-nhan,2026-09-10
kcn-xuan-thien,KCN Xuân Thiện,dong-nai,Đồng Nai,Huyện Thống Nhất,481,False,False,False,https://kcn-kkt.com/kcn/kcn-xuan-thien,2026-09-10
khu-cong-nghiep-bien-hoa-2,Khu Công nghiệp Biên Hoà 2,dong-nai,Đồng Nai,"Thành phố Biên Hoà, tỉnh Đồng Nai, Việt Nam",400,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-bien-hoa-2,2026-09-10
khu-cong-nghiep-giang-dien,Khu Công Nghiệp Giang Điền,dong-nai,Đồng Nai,"Xã Giang Điền, xã An Viên, huyện Trảng Bom và xã Tâm Phước, thành phố Biên Hòa",529,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-giang-dien,2026-09-10
khu-cong-nghiep-go-dau,Khu Công nghiệp Gò Dầu,dong-nai,Đồng Nai,"Huyện Long Thành, tỉnh Đông Nai",182,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-go-dau,2026-09-10
khu-cong-nghiep-suoi-tre,Khu Công nghiệp Suối Tre,dong-nai,Đồng Nai,"Thành phố Long Khánh, tỉnh Đồng Nai",151.79,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-suoi-tre,2026-09-10
khu-cong-nghiep-thanh-phu,Khu Công Nghiệp Thạnh Phú,dong-nai,Đồng Nai,"Huyện Vĩnh Cửu, tỉnh Đồng Nai",177,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-thanh-phu,2026-09-10
khu-cong-nghiep-xuan-loc,Khu công nghiệp Xuân Lộc,dong-nai,Đồng Nai,"Huyện Xuân Lộc, tỉnh Đồng Nai, Việt Nam",108,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-xuan-loc,2026-09-10
kcn-ba-sao,KCN Ba Sao,dong-thap,Đồng Tháp,Huyện Cao Lãnh,150,False,False,False,https://kcn-kkt.com/kcn/kcn-ba-sao,2026-09-10
kcn-binh-dong,KCN Bình Động,dong-thap,Đồng Tháp,Thị xã Gò Công,212,False,True,True,https://kcn-kkt.com/kcn/kcn-binh-dong,2026-09-10
kcn-binh-thach,KCN Bình Thạch,dong-thap,Đồng Tháp,Thành phố Hồng Ngự,300,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-thach,2026-09-10
kcn-binh-thanh-dong-thap,KCN Bình Thạnh,dong-thap,Đồng Tháp,TP Hồng Ngự,300,True,False,False,https://kcn-kkt.com/kcn/kcn-binh-thanh-dong-thap,2026-09-10
kcn-cao-lanh-ii,KCN Cao Lãnh II,dong-thap,Đồng Tháp,Huyện Cao Lãnh,110,False,False,False,https://kcn-kkt.com/kcn/kcn-cao-lanh-ii,2026-09-10
kcn-cao-lanh-ii-mo-rong,KCN Cao Lãnh II mở rộng,dong-thap,Đồng Tháp,Huyện Cao Lãnh,790,False,False,False,https://kcn-kkt.com/kcn/kcn-cao-lanh-ii-mo-rong,2026-09-10
kcn-cao-lanh-iii,KCN Cao Lãnh III,dong-thap,Đồng Tháp,Huyện Cao Lãnh,94,False,False,False,https://kcn-kkt.com/kcn/kcn-cao-lanh-iii,2026-09-10
kcn-dich-vu-dau-khi-soai-rap,KCN Dịch vụ đầu khi Soài Rạp,dong-thap,Đồng Tháp,Huyện Gò Công Đông,285,False,False,False,https://kcn-kkt.com/kcn/kcn-dich-vu-dau-khi-soai-rap,2026-09-10
kcn-dinh-ba,KCN Định Bà,dong-thap,Đồng Tháp,Huyện Tân Hồng,500,False,False,False,https://kcn-kkt.com/kcn/kcn-dinh-ba,2026-09-10
kcn-go-cong-1,KCN Gò Công 1,dong-thap,Đồng Tháp,Gò Công,300,True,False,False,https://kcn-kkt.com/kcn/kcn-go-cong-1,2026-09-10
kcn-go-cong-2,KCN Gò Công 2,dong-thap,Đồng Tháp,Gò Công,300,True,False,False,https://kcn-kkt.com/kcn/kcn-go-cong-2,2026-09-10
kcn-hoa-tan,KCN Hòa Tân,dong-thap,Đồng Tháp,Huyện Châu Thành,190,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-tan,2026-09-10
kcn-hoa-tan-mo-rong,KCN Hòa Tân mở rộng,dong-thap,Đồng Tháp,Huyện Châu Thành,610,False,False,False,https://kcn-kkt.com/kcn/kcn-hoa-tan-mo-rong,2026-09-10
kcn-long-giang,KCN Long Giang,dong-thap,Đồng Tháp,Huyện Tân Phước,540,False,False,False,https://kcn-kkt.com/kcn/kcn-long-giang,2026-09-10
kcn-my-tho,KCN Mỹ Tho,dong-thap,Đồng Tháp,Thành phố Mỹ Tho,79,False,False,False,https://kcn-kkt.com/kcn/kcn-my-tho,2026-09-10
kcn-phu-tan,KCN Phú Tân,dong-thap,Đồng Tháp,Huyện Tân Phú Đông,225,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-tan,2026-09-10
kcn-sa-dec,KCN Sa Déc,dong-thap,Đồng Tháp,TX Sa Déc,132,False,False,False,https://kcn-kkt.com/kcn/kcn-sa-dec,2026-09-10
kcn-song-hau,KCN Sông Hậu,dong-thap,Đồng Tháp,Huyện Lai Vung,63,False,False,False,https://kcn-kkt.com/kcn/kcn-song-hau,2026-09-10
kcn-song-hau-2-mo-rong,KCN Sông Hậu 2 mở rộng,dong-thap,Đồng Tháp,Huyện Lập Vò,428,False,False,False,https://kcn-kkt.com/kcn/kcn-song-hau-2-mo-rong,2026-09-10
kcn-song-hau-3,KCN Sông Hậu 3,dong-thap,Đồng Tháp,Huyện Lai Vung,300,False,False,False,https://kcn-kkt.com/kcn/kcn-song-hau-3,2026-09-10
kcn-song-hau-ii,KCN Sông Hậu II,dong-thap,Đồng Tháp,Huyện Lập Võ,282,False,False,False,https://kcn-kkt.com/kcn/kcn-song-hau-ii,2026-09-10
kcn-tan-huong,KCN Tân Hương,dong-thap,Đồng Tháp,Huyện Châu Thành,197,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-huong,2026-09-10
kcn-tan-kieu,KCN Tân Kiều,dong-thap,Đồng Tháp,Huyện Tháp Mười,148,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-kieu,2026-09-10
kcn-tan-phuoc-1,KCN Tân Phước 1,dong-thap,Đồng Tháp,Huyện Tân Phước,470,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuoc-1,2026-09-10
kcn-tan-phuoc-2,KCN Tân Phước 2,dong-thap,Đồng Tháp,Huyện Tân Phước,450,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuoc-2,2026-09-10
kcn-tan-phuoc-3,KCN Tân Phước 3,dong-thap,Đồng Tháp,Huyện Tân Phước,300,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuoc-3,2026-09-10
kcn-tan-phuoc-4,KCN Tân Phước 4,dong-thap,Đồng Tháp,Huyện Tân Phước,300,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuoc-4,2026-09-10
kcn-tan-phuoc-5,KCN Tân Phước 5,dong-thap,Đồng Tháp,Huyện Tân Phước,300,False,False,False,https://kcn-kkt.com/kcn/kcn-tan-phuoc-5,2026-09-10
kcn-thuong-phuoc,KCN Thương Phước,dong-thap,Đồng Tháp,Huyện Hồng Ngự,1000,False,False,False,https://kcn-kkt.com/kcn/kcn-thuong-phuoc,2026-09-10
kcn-tran-quoc-toan,KCN Trần Quốc Toản,dong-thap,Đồng Tháp,Thành phố Cao Lãnh,56,False,False,False,https://kcn-kkt.com/kcn/kcn-tran-quoc-toan,2026-09-10
kcn-do-thi-dich-vu-cao-lanh,"KCN, đô thị, dịch vụ Cao Lãnh",dong-thap,Đồng Tháp,Huyện Cao Lãnh,190,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-cao-lanh,2026-09-10
kcn-do-thi-dich-vu-cao-lanh-mo-rong,"KCN, đô thị, dịch vụ Cao Lãnh mở rộng",dong-thap,Đồng Tháp,Huyện Cao Lãnh,660,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-cao-lanh-mo-rong,2026-09-10
kcn-do-thi-dich-vu-tan-my,"KCN, đô thị, dịch vụ Tân Mỹ",dong-thap,Đồng Tháp,Huyện Lập Võ,450,False,False,False,https://kcn-kkt.com/kcn/kcn-do-thi-dich-vu-tan-my,2026-09-10
kcn-an-khe,KCN An Khê,gia-lai,Gia Lai,Thị xã An Khê,,False,False,False,https://kcn-kkt.com/kcn/kcn-an-khe,2026-09-10
kcn-ayun-pa,KCN Ayun Pa,gia-lai,Gia Lai,Thị xã Ayun Pa,,False,False,False,https://kcn-kkt.com/kcn/kcn-ayun-pa,2026-09-10
kcn-cat-trinh,KCN Cát Trinh,gia-lai,Gia Lai,Huyện Phù Cát,368,False,False,False,https://kcn-kkt.com/kcn/kcn-cat-trinh,2026-09-10
kcn-chu-se,KCN Chu Sê,gia-lai,Gia Lai,Huyện Chư Sê,,False,False,False,https://kcn-kkt.com/kcn/kcn-chu-se,2026-09-10
kcn-dak-doa,KCN Đak Doa,gia-lai,Gia Lai,Huyện Đak Doa,200,False,False,False,https://kcn-kkt.com/kcn/kcn-dak-doa,2026-09-10
kcn-dong-pleiku,KCN Đông Pleiku,gia-lai,Gia Lai,TP Pleiku,200,True,False,False,https://kcn-kkt.com/kcn/kcn-dong-pleiku,2026-09-10
kcn-nam-pleiku,KCN Nam Pleiku,gia-lai,Gia Lai,"Các huyện: Chư Sê, Chư Prông",200,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-pleiku,2026-09-10
kcn-nam-pleiku-2,KCN Nam Pleiku 2,gia-lai,Gia Lai,Huyện Chư Sê,41,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-pleiku-2,2026-09-10
kcn-tay-nam-pleiku,KCN Tây Nam Pleiku,gia-lai,Gia Lai,Giao lộ giữa cao tốc đường 19 và cao tốc Bắc - Nam,,False,False,False,https://kcn-kkt.com/kcn/kcn-tay-nam-pleiku,2026-09-10
kcn-tra-da,KCN Trà Đa,gia-lai,Gia Lai,Thành phố Pleiku,210,False,False,False,https://kcn-kkt.com/kcn/kcn-tra-da,2026-09-10
khu-cong-nghiep-do-thi-becamex-a-nhan-khu-07,Khu công nghiệp - Đô thị Becamex A (Nhân khu 07),gia-lai,Gia Lai,Huyện Văn Canh,1000,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-do-thi-becamex-a-nhan-khu-07,2026-09-10
khu-cong-nghiep-binh-nghi,Khu công nghiệp Bình Nghi,gia-lai,Gia Lai,Huyện Tây Sơn,207,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-binh-nghi,2026-09-10
khu-cong-nghiep-hoa-hoi,Khu công nghiệp Hòa Hội,gia-lai,Gia Lai,Huyện Phù Cát,266,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-hoa-hoi,2026-09-10
khu-cong-nghiep-hoa-hoi-mo-rong-giai-doan-2,Khu công nghiệp Hòa Hội (mở rộng giai đoạn 2),gia-lai,Gia Lai,Huyện Phù Cát,143,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-hoa-hoi-mo-rong-giai-doan-2,2026-09-10
khu-cong-nghiep-hoai-my,Khu công nghiệp Hoài Mỹ,gia-lai,Gia Lai,Thị xã Hoài Nhơn,600,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-hoai-my,2026-09-10
khu-cong-nghiep-long-my,Khu công nghiệp Long Mỹ,gia-lai,Gia Lai,Thành phố Quy Nhơn,118,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-long-my,2026-09-10
khu-cong-nghiep-long-my-giai-doan-ii,Khu công nghiệp Long Mỹ (giai đoạn II),gia-lai,Gia Lai,Thành phố Quy Nhơn,109,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-long-my-giai-doan-ii,2026-09-10
khu-cong-nghiep-nhon-hoa,Khu công nghiệp Nhơn Hòa,gia-lai,Gia Lai,Thị xã An Nhơn,282,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-nhon-hoa,2026-09-10
khu-cong-nghiep-nhon-hoi-khu-a-trong-khu-kinh-te-nhon-hoi,Khu công nghiệp Nhơn Hội (Khu A - Trong khu kinh tế Nhơn Hội),gia-lai,Gia Lai,Thành phố Quy Nhơn,394,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-nhon-hoi-khu-a-trong-khu-kinh-te-nhon-hoi,2026-09-10
khu-cong-nghiep-nhon-hoi-khu-b-trong-khu-kinh-te-nhon-hoi,Khu công nghiệp Nhơn Hội (Khu B - Trong khu kinh tế Nhơn Hội),gia-lai,Gia Lai,Thành phố Quy Nhơn,452,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-nhon-hoi-khu-b-trong-khu-kinh-te-nhon-hoi,2026-09-10
khu-cong-nghiep-phia-nam-quoc-lo-19,Khu công nghiệp phía Nam Quốc lộ 19,gia-lai,Gia Lai,Thị xã An Nhơn,160,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-phia-nam-quoc-lo-19,2026-09-10
khu-cong-nghiep-phu-my,Khu công nghiệp Phù Mỹ,gia-lai,Gia Lai,Huyện Phù Mỹ,1100,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-phu-my,2026-09-10
khu-cong-nghiep-phu-tai,Khu công nghiệp Phú Tài,gia-lai,Gia Lai,Thành phố Quy Nhơn,340,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-phu-tai,2026-09-10
khu-cong-nghiep-tay-giang,Khu công nghiệp Tây Giang,gia-lai,Gia Lai,Huyện Tây Sơn,300,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-tay-giang,2026-09-10
khu-cong-nghiep-van-canh,Khu công nghiệp Văn Canh,gia-lai,Gia Lai,Huyện Văn Canh,1500,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-van-canh,2026-09-10
kcn-ba-vi,KCN Ba Vì,ha-noi,Hà Nội,Huyện Ba Vì,310,False,False,False,https://kcn-kkt.com/kcn/kcn-ba-vi,2026-09-10
kcn-bac-phu-xuyen,KCN Bắc Phú Xuyên,ha-noi,Hà Nội,Huyện Phú Xuyên,100,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-phu-xuyen,2026-09-10
kcn-bac-thuong-tin,KCN Bắc Thường Tín,ha-noi,Hà Nội,Huyện Thường Tín,112,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-thuong-tin,2026-09-10
kcn-dong-anh,KCN Đông Anh,ha-noi,Hà Nội,Huyện Đông Anh,300,False,False,False,https://kcn-kkt.com/kcn/kcn-dong-anh,2026-09-10
kcn-ho-tro-nam-ha-noi-giai-doan-i,KCN Hỗ trợ Nam Hà Nội giai đoạn I,ha-noi,Hà Nội,Huyện Phú Xuyên,76,False,False,False,https://kcn-kkt.com/kcn/kcn-ho-tro-nam-ha-noi-giai-doan-i,2026-09-10
kcn-ho-tro-nam-ha-noi-giai-doan-ii,KCN hỗ trợ Nam Hà Nội giai đoạn II,ha-noi,Hà Nội,Huyện Phú Xuyên,263,False,False,False,https://kcn-kkt.com/kcn/kcn-ho-tro-nam-ha-noi-giai-doan-ii,2026-09-10
kcn-khu-chay,KCN Khu Cháy,ha-noi,Hà Nội,Ứng Hòa,100,True,False,False,https://kcn-kkt.com/kcn/kcn-khu-chay,2026-09-10
kcn-khu-chau,KCN Khu Châu,ha-noi,Hà Nội,Huyện Phú Xuyên,100,False,False,False,https://kcn-kkt.com/kcn/kcn-khu-chau,2026-09-10
kcn-nam-thang-long,KCN Nam Thăng Long,ha-noi,Hà Nội,Quận Bắc Từ Liêm,31,False,False,False,https://kcn-kkt.com/kcn/kcn-nam-thang-long,2026-09-10
kcn-noi-bai,KCN Nội Bài,ha-noi,Hà Nội,Huyện Sóc Sơn,114,False,False,False,https://kcn-kkt.com/kcn/kcn-noi-bai,2026-09-10
kcn-phu-dong,KCN Phủ Đông,ha-noi,Hà Nội,Huyện Gia Lâm,370,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-dong,2026-09-10
kcn-phu-nghia,KCN Phú Nghĩa,ha-noi,Hà Nội,Huyện Chương Mỹ,170,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-nghia,2026-09-10
kcn-phu-nghia-ii,KCN Phú Nghĩa II,ha-noi,Hà Nội,Huyện Chương Mỹ,100,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-nghia-ii,2026-09-10
kcn-phung-hiep,KCN Phùng Hiệp,ha-noi,Hà Nội,Huyện Thường Tín,174,False,False,False,https://kcn-kkt.com/kcn/kcn-phung-hiep,2026-09-10
kcn-phung-hiep-mo-rong,KCN Phùng Hiệp mở rộng,ha-noi,Hà Nội,Huyện Thường Tín,87,False,False,False,https://kcn-kkt.com/kcn/kcn-phung-hiep-mo-rong,2026-09-10
kcn-quang-minh-i-va-mo-rong,KCN Quang Minh I và mở rộng,ha-noi,Hà Nội,Huyện Mê Linh,407,False,False,False,https://kcn-kkt.com/kcn/kcn-quang-minh-i-va-mo-rong,2026-09-10
kcn-quang-minh-ii,KCN Quang Minh II,ha-noi,Hà Nội,Huyện Mê Linh,160,False,False,False,https://kcn-kkt.com/kcn/kcn-quang-minh-ii,2026-09-10
kcn-sach-soc-son,KCN Sách Sóc Sơn,ha-noi,Hà Nội,Huyện Sóc Sơn,302,False,False,False,https://kcn-kkt.com/kcn/kcn-sach-soc-son,2026-09-10
kcn-sai-dong-b,KCN Sài Đông B,ha-noi,Hà Nội,Quận Long Biên,40,False,False,False,https://kcn-kkt.com/kcn/kcn-sai-dong-b,2026-09-10
kcn-thach-that-quoc-oai,KCN Thạch Thất - Quốc Oai,ha-noi,Hà Nội,Huyện Quốc Oai và huyện Thạch Thất,150,False,False,False,https://kcn-kkt.com/kcn/kcn-thach-that-quoc-oai,2026-09-10
kcn-thanh-van-tan-uoc,KCN Thanh Văn - Tân Ước,ha-noi,Hà Nội,Huyện Thanh Oai,400,False,False,False,https://kcn-kkt.com/kcn/kcn-thanh-van-tan-uoc,2026-09-10
kcn-thang-long,KCN Thăng Long,ha-noi,Hà Nội,Huyện Đông Anh,274,False,False,False,https://kcn-kkt.com/kcn/kcn-thang-long,2026-09-10
kcn-tien-thang,KCN Tiến Thắng,ha-noi,Hà Nội,Huyện Mê Linh,288,False,False,False,https://kcn-kkt.com/kcn/kcn-tien-thang,2026-09-10
kcn-xuan-duong,KCN Xuân Dương,ha-noi,Hà Nội,Huyện Thanh Oai,350,False,False,False,https://kcn-kkt.com/kcn/kcn-xuan-duong,2026-09-10
khu-cong-nghiep-gia-binh-ha-noi,Khu công nghiệp Gia Bình,ha-noi,Hà Nội,"Huyện Gia Bình, tỉnh Bắc Ninh",307,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-gia-binh-ha-noi,2026-09-10
khu-cong-nghiep-yen-lu-ha-noi,Khu công nghiệp Yên Lự,ha-noi,Hà Nội,"Huyện Yên Dũng, tỉnh Bắc Giang",377,False,False,False,https://kcn-kkt.com/kcn/khu-cong-nghiep-yen-lu-ha-noi,2026-09-10
kcn-bac-hong-linh,KCN Bắc Hồng Lĩnh,ha-tinh,Hà Tĩnh,TX Hồng Lĩnh,269,False,False,False,https://kcn-kkt.com/kcn/kcn-bac-hong-linh,2026-09-10
kcn-bac-thach-ha,KCN Bắc Thạch Hà,ha-tinh,Hà Tĩnh,Thạch Hà,418,False,True,True,https://kcn-kkt.com/kcn/kcn-bac-thach-ha,2026-09-10
kcn-cac-kcn-khac-theo-quy-hoach-chung-xay-dung-kkt-vung-ang-hoac-quy-hoach-chung-xay-dung-thi-xa-ky-anh,KCN Các KCN khác theo quy hoạch chung xây dựng KKT Vũng Áng hoặc Quy hoạch chung xây dựng thị xã Kỳ Anh,ha-tinh,Hà Tĩnh,TX Kỳ Anh và huyện Kỳ Anh,,True,False,False,https://kcn-kkt.com/kcn/kcn-cac-kcn-khac-theo-quy-hoach-chung-xay-dung-kkt-vung-ang-hoac-quy-hoach-chung-xay-dung-thi-xa-ky-anh,2026-09-10
kcn-cac-kcn-trong-kkt-cua-khau-quoc-te-cau-treo-theo-quy-hoach-chung-xay-dung-kkt,KCN Các KCN trong KKT cửa khẩu quốc tế Cầu Treo theo quy hoạch chung xây dựng KKT,ha-tinh,Hà Tĩnh,Hương Sơn,,True,False,False,https://kcn-kkt.com/kcn/kcn-cac-kcn-trong-kkt-cua-khau-quoc-te-cau-treo-theo-quy-hoach-chung-xay-dung-kkt,2026-09-10
kcn-gia-lach,KCN Gia Lạch,ha-tinh,Hà Tĩnh,Nghi Xuân,300,False,True,True,https://kcn-kkt.com/kcn/kcn-gia-lach,2026-09-10
kcn-ha-vang,KCN Hạ Vàng,ha-tinh,Hà Tĩnh,Can Lộc,100,False,False,False,https://kcn-kkt.com/kcn/kcn-ha-vang,2026-09-10
kcn-hoanh-son,KCN Hoành Sơn,ha-tinh,Hà Tĩnh,TX Kỳ Anh,41,False,False,False,https://kcn-kkt.com/kcn/kcn-hoanh-son,2026-09-10
kcn-ky-trinh,KCN Kỳ Trình,ha-tinh,Hà Tĩnh,TX Kỳ Anh,330,False,False,False,https://kcn-kkt.com/kcn/kcn-ky-trinh,2026-09-10
kcn-ky-trinh-ky-thinh,"KCN Kỳ Trình, Kỳ Thịnh",ha-tinh,Hà Tĩnh,TX Kỳ Anh,310,False,False,False,https://kcn-kkt.com/kcn/kcn-ky-trinh-ky-thinh,2026-09-10
kcn-phia-tay-thanh-pho-ha-tinh,KCN phía Tây thành phố Hà Tĩnh,ha-tinh,Hà Tĩnh,Thạch Hà,200,False,False,False,https://kcn-kkt.com/kcn/kcn-phia-tay-thanh-pho-ha-tinh,2026-09-10
kcn-phu-vinh,KCN Phú Vinh,ha-tinh,Hà Tĩnh,TX Kỳ Anh,207,False,False,False,https://kcn-kkt.com/kcn/kcn-phu-vinh,2026-09-10
kcn-trung-tam-lo-cn4-cn5,"KCN trung tâm Lō CN4, CN5",ha-tinh,Hà Tĩnh,TX Kỳ Anh,1235,False,False,False,https://kcn-kkt.com/kcn/kcn-trung-tam-lo-cn4-cn5,2026-09-10
kcn-vung-ang-i,KCN Vũng Áng I,ha-tinh,Hà Tĩnh,TX Kỳ Anh,116,False,False,False,https://kcn-kkt.com/kcn/kcn-vung-ang-i,2026-09-10
ben-cang-caltex,Bến cảng Caltex,hai-phong,Hải Phòng,"Tam Hung, Thuỷ Nguyên, Hải Phòng",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-caltex,2026-09-10
ben-cang-container-quoc-te-tan-cang-hai-phong,Bến cảng Container Quốc tế Tân cảng Hải Phòng,hai-phong,Hải Phòng,"Huyện Cát Hải, thành phố Hải Phòng",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-container-quoc-te-tan-cang-hai-phong,2026-09-10
ben-cang-cong-nghiep-tau-thuy-nam-trieu,Bến cảng công nghiệp tâu thuỷ Nam Triều,hai-phong,Hải Phòng,"Xã Tam Hung, huyện Thuỷ Nguyên, Thành phố Hải Phòng",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-cong-nghiep-tau-thuy-nam-trieu,2026-09-10
ben-cang-nam-dinh-vu,Bến cảng Nam Định Vũ,hai-phong,Hải Phòng,"KCN Nam Định Vũ (Khu 1), P. Đông Hải 2, Q. Hải An, TP. Hải Phòng",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-nam-dinh-vu,2026-09-10
ben-cang-nha-may-dong-tau-pha-rung,Bến cảng Nhà máy động tâu Phá Rừng,hai-phong,Hải Phòng,"Xã Tam Hưng, Thuỷ Nguyên, Hải Phòng",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-nha-may-dong-tau-pha-rung,2026-09-10
ben-cang-nha-may-nhiet-dien-hai-phong,Bến cảng Nhà máy nhiệt điện Hải Phòng,hai-phong,Hải Phòng,"Xã Tam Hung, huyện Thuỷ Nguyên, Thành phố Hải Phòng",,False,False,False,https://kcn-kkt.com/kcn/ben-cang-nha-may-nhiet-dien-hai-phong,2026-09-10
kcn-an-duong,KCN An Dương,hai-phong,Hải Phòng,Huyện An Dương,196,False,False,False,https://kcn-kkt.com/kcn/kcn-an-duong,2026-09-10
kcn-an-hoa,KCN An Hòa,hai-phong,Hải Phòng,Huyện Vĩnh Bảo,200,False,False,False,https://kcn-kkt.com/kcn/kcn-an-hoa,2026-09-10
kcn-an-hung-dai-ban,KCN An Hưng - Đại Bàn,hai-phong,Hải Phòng,Huyện An Dương,220,False,False,False,https://kcn-kkt.com/kcn/kcn-an-hung-dai-ban,2026-09-10
kcn-an-phat-1,KCN An Phát 1,hai-phong,Hải Phòng,Huyện Nam Sách,180,False,False,False,https://kcn-kkt.com/kcn/kcn-an-phat-1,2026-09-10
kcn-binh-giang,KCN Bình Giang,hai-phong,Hải Phòng,Huyện Bình Giang,150,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-giang,2026-09-10
kcn-binh-giang-2,KCN Bình Giang 2,hai-phong,Hải Phòng,Huyện Bình Giang,303,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-giang-2,2026-09-10
kcn-binh-giang-3,KCN Bình Giang 3,hai-phong,Hải Phòng,Huyện Bình Giang,200,False,False,False,https://kcn-kkt.com/kcn/kcn-binh-giang-3,2026-09-10
